sentence,label,intent
do I need to bring umbrella to Dublin today,O O O O O O O location O,weather
show me all the flights between Brussels and either Seoul Seoul or Seoul that depart between _D_ and _D_ pm,O O O O O O origin O O destination destination O destination O O O O O O O,flight
Sydney temperature,location O,weather
rain or sunny Denpasar,O O O location,weather
sure i 'd like to determine what aircraft are use on july seventh leaving from Taipei and arriving in Seoul on july seventh,O O O O O O O O O O O O O O O origin O O O destination O O O,other
what is the coach fare between Kraków and Jakarta on delta,O O O O O O origin O destination O O,other
list all the landings at general mitchell international,O O O O O O O O,flight
i would like the time of your earliest flight in the morning from Chiang Mai to Artvin on american airlines,O O O O O O O O O O O O O origin origin O destination O O O,other
does the phoenix airport have ground transportation to and from downtown,O O O O O O O O O O O,other
morning flight from Sousse to Rome,O O O origin O destination,flight
what flights do you have available from Los Angeles Los Angeles and Los Angeles into Barcelona,O O O O O O O origin origin origin origin O origin origin O destination,flight
may I know the weather in Barcelona,O O O O O O location,weather
is it hot in Punta Cana,O O O O location location,weather
show me flights from Singapore to Mumbai on wednesdays,O O O O origin O destination O O,flight
do I need to bring umbrella to Muğla today,O O O O O O O location O,weather
Lima weather,location O,weather
what are the rental car rates in san francisco,O O O O O O O O O,other
please find the cheapest fare from Manila to Sharjah,O O O O O O origin O destination,other
how many people fit on a _D_s,O O O O O O O,other
what is american 's schedule of morning flights to San Francisco,O O O O O O O O O destination destination,other
is it raining in Guilin,O O O O location,weather
i need a ticket from Vienna to country that leaves early in the morning,O O O O O origin O destination O O O O O O,other
weather in Honolulu,O O location,weather
i need a flight from Delhi Delhi to Marrakech and then Delhi to Marrakech Marrakech and Delhi Delhi to Marrakech Marrakech,O O O O O origin origin O destination O O origin O destination destination O origin origin O destination destination,flight
is there an airline that has a flight from London to Manila with a stop in dallas,O O O O O O O O O origin O destination O O O O O,other
what is the lowest fare from bwi to Paris,O O O O O O O O destination,other
Prague weather,location O,weather
temperature in Chennai,O O location,weather
list the distance in miles from boston airport to downtown boston,O O O O O O O O O O O,other
i would like a flight from Melbourne to Delhi,O O O O O O origin O destination,flight
i 'm trying to find a flight from Rome to Suzhou on saturday the twenty second,O O O O O O O O origin O destination O O O O O,flight
what is the earliest flight from Nice to Johannesburg on november seventh,O O O O O O origin O destination O O O,flight
may I know the weather in Burgas,O O O O O O location,weather
what is the ground transportation from philadelphia airport to the city proper,O O O O O O O O O O O O,other
list the total number of flights to all airports by delta,O O O O O O O O O O O,other
how long will it rain in Brussels,O O O O O O location,weather
flights from Amsterdam to East Province departing after _D_,O O origin O destination destination O O O,flight
well i 'll try last time tell me the kind of aircraft united airlines flies from Amsterdam to Paris before _D_ o'clock in the morning,O O O O O O O O O O O O O O O O origin O destination O O O O O O,other
what 's the weather like in Brussels,O O O O O O location,weather
please give me the earliest flight tomorrow from Rome to Brussels,O O O O O O O O origin O destination,flight
list all flights from Pattaya to Burgas on monday,O O O O origin O destination O O,flight
I wonder how it feels today in East Province,O O O O O O O location location,weather
rain or sunny Macau,O O O location,weather
what does fare code q mean,O O O O O O,other
rain or sunny Barcelona,O O O location,weather
how many first class flights are provided by american airlines,O O O O O O O O O O,other
Sousse temperature,location O,weather
what 's the cost of a first class fare from Toronto to Tokyo,O O O O O O O O O O origin O destination,other
ground transportation in las vegas,O O O O O,other
what 's the weather like in Cancún,O O O O O O location,weather
show me the nonstop flights from Chiang Mai to London,O O O O O O origin origin O destination,flight
what does hp stand for,O O O O O,other
may I know the weather in Delhi,O O O O O O location,weather
please list all flights that leave Dubai before noon on northwest airlines,O O O O O O origin O O O O O,flight
is it going to be sunny in Zhuhai,O O O O O O O location,weather
rain jacket needed in Chiang Mai now,O O O O location location O,weather
what kind of aircraft does delta fly before _D_ am on august second from Milan to Manila,O O O O O O O O O O O O O O origin O destination,other
I want to know if it will rain in Guilin,O O O O O O O O O location,weather
Sousse temperature,location O,weather
will Singapore be hot,O location O O,weather
list the distance in miles from boston airport to downtown boston,O O O O O O O O O O O,other
how long will it rain in Sydney,O O O O O O location,weather
what are the first class and coach fares for flights from Brussels to Paris arriving around _D_ pm next thursday,O O O O O O O O O O O origin O destination O O O O O O,other
all flights from Shenzhen to Amsterdam that arrive at _D_ o'clock next tuesday,O O O origin O destination O O O O O O O,flight
please list the rental car information in pittsburgh,O O O O O O O O,other
do you have a flight from Singapore to Burgas next tuesday,O O O O O O origin O destination O O,flight
i want a flight from Manama to Vienna that leaves after _D_ pm,O O O O O origin O destination O O O O O,flight
what is the round trip thrift fare on us air from Singapore to Madrid,O O O O O O O O O O O origin O destination,other
how far is the airport from downtown Johannesburg,O O O O O O O origin,other
what is the earliest flight on friday from Shanghai to Abu Dhabi,O O O O O O O O origin O destination destination,flight
great now what i want to find out is on april twentieth from Zurich to Macau do you have a flight least expensive fare around _D_ o'clock in the morning,O O O O O O O O O O O O O origin O destination O O O O O O O O O O O O O O,flight
i would like to book a flight on us air first class from Manama to Kraków on february twenty second,O O O O O O O O O O O O O origin O destination O O O O,flight
show me one way flights from Sharjah to Seoul before _D_ am on any day,O O O O O O origin O destination O O O O O O,flight
find me the weather forecast for Budapest,O O O O O O location,weather
do you have a flight from Cairo to Melbourne on june second,O O O O O O origin O destination O O O,flight
do I need to bring umbrella to Chiang Mai today,O O O O O O O location location O,weather
i 'd like to travel from Guilin to Muğla next wednesday,O O O O O O origin O destination O O,flight
